,configuration,migration_mechanism,thread_cnt,page_cnt,rpdaa,nt,bandwidth(MBps)
952,pmem to dram,split THP,4,512,True,True,476.9170734127126
953,pmem to dram,split THP,4,512,False,True,452.2145317238172
954,pmem to dram,split THP,4,512,True,False,551.1116068953226
955,pmem to dram,split THP,4,512,False,False,491.48248107667627
956,pmem to pmem,split THP,4,512,True,True,345.6108161514276
957,pmem to pmem,split THP,4,512,False,True,347.86681254194207
958,pmem to pmem,split THP,4,512,True,False,462.5751545627751
959,pmem to pmem,split THP,4,512,False,False,354.8576432285984
960,dram to dram,exchange THP,1,1,True,True,1742.0249228021655
961,dram to dram,exchange THP,1,1,False,True,1703.8573285289103
962,dram to dram,exchange THP,1,1,True,False,5363.421412333671
963,dram to dram,exchange THP,1,1,False,False,5104.603535652593
964,dram to pmem,exchange THP,1,1,True,True,1497.9505041202626
965,dram to pmem,exchange THP,1,1,False,True,1713.7100056501017
966,dram to pmem,exchange THP,1,1,True,False,1532.2286679677331
967,dram to pmem,exchange THP,1,1,False,False,4172.818096009868
968,pmem to dram,exchange THP,1,1,True,True,1592.9251186609745
969,pmem to dram,exchange THP,1,1,False,True,1679.6094572090099
970,pmem to dram,exchange THP,1,1,True,False,5208.580198332317
971,pmem to dram,exchange THP,1,1,False,False,3559.2204453011877
972,pmem to pmem,exchange THP,1,1,True,True,1488.3130589127143
973,pmem to pmem,exchange THP,1,1,False,True,1566.6577628283812
974,pmem to pmem,exchange THP,1,1,True,False,1370.0529443259804
975,pmem to pmem,exchange THP,1,1,False,False,3896.9786919050593
976,dram to dram,exchange THP,1,2,True,True,1750.370170471614
977,dram to dram,exchange THP,1,2,False,True,1696.398668615433
978,dram to dram,exchange THP,1,2,True,False,5977.021936865913
979,dram to dram,exchange THP,1,2,False,False,5877.430593054787
980,dram to pmem,exchange THP,1,2,True,True,1562.083546085858
981,dram to pmem,exchange THP,1,2,False,True,1667.268550613438
982,dram to pmem,exchange THP,1,2,True,False,1532.1286614236203
983,dram to pmem,exchange THP,1,2,False,False,6040.7092457132485
984,pmem to dram,exchange THP,1,2,True,True,1761.9093953069694
985,pmem to dram,exchange THP,1,2,False,True,1706.8254241887885
986,pmem to dram,exchange THP,1,2,True,False,6003.873098535866
987,pmem to dram,exchange THP,1,2,False,False,5122.792700686365
988,pmem to pmem,exchange THP,1,2,True,True,1541.8577767258882
989,pmem to pmem,exchange THP,1,2,False,True,1794.0992166469443
990,pmem to pmem,exchange THP,1,2,True,False,1396.6215166862753
991,pmem to pmem,exchange THP,1,2,False,False,5552.757582706936
992,dram to dram,exchange THP,1,4,True,True,1878.1399418504398
993,dram to dram,exchange THP,1,4,False,True,1783.4598014402864
994,dram to dram,exchange THP,1,4,True,False,6293.52810544114
995,dram to dram,exchange THP,1,4,False,False,9538.948061500936
996,dram to pmem,exchange THP,1,4,True,True,1585.4364974219811
997,dram to pmem,exchange THP,1,4,False,True,1813.0264363050387
998,dram to pmem,exchange THP,1,4,True,False,1472.6142167869996
999,dram to pmem,exchange THP,1,4,False,False,5826.131627752719
1000,pmem to dram,exchange THP,1,4,True,True,1914.5116006719363
1001,pmem to dram,exchange THP,1,4,False,True,1848.1033250543696
1002,pmem to dram,exchange THP,1,4,True,False,4318.766888402955
1003,pmem to dram,exchange THP,1,4,False,False,5364.341731903209
1004,pmem to pmem,exchange THP,1,4,True,True,1559.4124851085853
1005,pmem to pmem,exchange THP,1,4,False,True,1738.4957326666433
1006,pmem to pmem,exchange THP,1,4,True,False,1369.4129364400337
1007,pmem to pmem,exchange THP,1,4,False,False,3926.5279862791413
1008,dram to dram,exchange THP,1,8,True,True,2023.9766856101608
1009,dram to dram,exchange THP,1,8,False,True,2034.218349692051
1010,dram to dram,exchange THP,1,8,True,False,8721.361230060787
1011,dram to dram,exchange THP,1,8,False,False,8460.82474215901
1012,dram to pmem,exchange THP,1,8,True,True,1670.7241420693176
1013,dram to pmem,exchange THP,1,8,False,True,1924.8330093077466
1014,dram to pmem,exchange THP,1,8,True,False,1344.581858656177
1015,dram to pmem,exchange THP,1,8,False,False,1829.4929284781354
1016,pmem to dram,exchange THP,1,8,True,True,1941.1767396410407
1017,pmem to dram,exchange THP,1,8,False,True,1918.1018004238572
1018,pmem to dram,exchange THP,1,8,True,False,1468.2523780113752
1019,pmem to dram,exchange THP,1,8,False,False,1477.603524712388
1020,pmem to pmem,exchange THP,1,8,True,True,1424.822986448393
1021,pmem to pmem,exchange THP,1,8,False,True,1805.0158683457526
1022,pmem to pmem,exchange THP,1,8,True,False,933.6486755076077
1023,pmem to pmem,exchange THP,1,8,False,False,1303.0037812273918
1024,dram to dram,exchange THP,1,16,True,True,2450.360426195171
1025,dram to dram,exchange THP,1,16,False,True,2330.6101949717113
1026,dram to dram,exchange THP,1,16,True,False,7792.303931022525
1027,dram to dram,exchange THP,1,16,False,False,7963.148341185371
1028,dram to pmem,exchange THP,1,16,True,True,1775.0592843452434
1029,dram to pmem,exchange THP,1,16,False,True,1884.7542844366915
1030,dram to pmem,exchange THP,1,16,True,False,1256.884881520925
1031,dram to pmem,exchange THP,1,16,False,False,756.6505212341993
1032,pmem to dram,exchange THP,1,16,True,True,2243.951621244528
1033,pmem to dram,exchange THP,1,16,False,True,2271.1017413339036
1034,pmem to dram,exchange THP,1,16,True,False,1184.1890891822202
1035,pmem to dram,exchange THP,1,16,False,False,1194.5194878500681
1036,pmem to pmem,exchange THP,1,16,True,True,1559.105101930272
1037,pmem to pmem,exchange THP,1,16,False,True,1731.8142911891382
1038,pmem to pmem,exchange THP,1,16,True,False,697.818122481438
1039,pmem to pmem,exchange THP,1,16,False,False,711.1989204711585
1040,dram to dram,exchange THP,1,32,True,True,2611.923482118113
1041,dram to dram,exchange THP,1,32,False,True,2596.7404918095026
1042,dram to dram,exchange THP,1,32,True,False,7358.586507514237
1043,dram to dram,exchange THP,1,32,False,False,7361.599428942328
1044,dram to pmem,exchange THP,1,32,True,True,2160.1192585641757
1045,dram to pmem,exchange THP,1,32,False,True,1999.1460397797828
1046,dram to pmem,exchange THP,1,32,True,False,1177.101648874058
1047,dram to pmem,exchange THP,1,32,False,False,580.4844212334725
1048,pmem to dram,exchange THP,1,32,True,True,2409.6714966762215
1049,pmem to dram,exchange THP,1,32,False,True,2411.872951095085
1050,pmem to dram,exchange THP,1,32,True,False,1081.4068530688673
1051,pmem to dram,exchange THP,1,32,False,False,1111.7296516261208
1052,pmem to pmem,exchange THP,1,32,True,True,1672.7794820757942
1053,pmem to pmem,exchange THP,1,32,False,True,1841.3142967712135
1054,pmem to pmem,exchange THP,1,32,True,False,573.8356794041711
1055,pmem to pmem,exchange THP,1,32,False,False,581.2065681075397
1056,dram to dram,exchange THP,1,64,True,True,3650.439638273715
1057,dram to dram,exchange THP,1,64,False,True,3542.126488185702
1058,dram to dram,exchange THP,1,64,True,False,8220.213825614881
1059,dram to dram,exchange THP,1,64,False,False,7971.838186183601
1060,dram to pmem,exchange THP,1,64,True,True,2231.2433132535903
1061,dram to pmem,exchange THP,1,64,False,True,2004.117625627843
1062,dram to pmem,exchange THP,1,64,True,False,1103.171312340979
1063,dram to pmem,exchange THP,1,64,False,False,516.5375651508427
1064,pmem to dram,exchange THP,1,64,True,True,2433.776133802562
1065,pmem to dram,exchange THP,1,64,False,True,2435.500988832429
1066,pmem to dram,exchange THP,1,64,True,False,1041.5978752640242
1067,pmem to dram,exchange THP,1,64,False,False,1053.7117556789767
1068,pmem to pmem,exchange THP,1,64,True,True,1709.7113913805078
1069,pmem to pmem,exchange THP,1,64,False,True,1798.7919625157726
1070,pmem to pmem,exchange THP,1,64,True,False,527.0954577179141
1071,pmem to pmem,exchange THP,1,64,False,False,523.6863846839851
1072,dram to dram,exchange THP,1,128,True,True,3791.701301241385
1073,dram to dram,exchange THP,1,128,False,True,3789.313629336653
1074,dram to dram,exchange THP,1,128,True,False,8289.889535764729
1075,dram to dram,exchange THP,1,128,False,False,8307.422558093336
1076,dram to pmem,exchange THP,1,128,True,True,2265.475791234544
1077,dram to pmem,exchange THP,1,128,False,True,1949.808513647245
1078,dram to pmem,exchange THP,1,128,True,False,1037.771543449009
1079,dram to pmem,exchange THP,1,128,False,False,483.36619243492464
1080,pmem to dram,exchange THP,1,128,True,True,2447.6063613511146
1081,pmem to dram,exchange THP,1,128,False,True,2447.127873740766
1082,pmem to dram,exchange THP,1,128,True,False,1023.9771104252645
1083,pmem to dram,exchange THP,1,128,False,False,1027.392651905552
1084,pmem to pmem,exchange THP,1,128,True,True,1720.1113493924474
1085,pmem to pmem,exchange THP,1,128,False,True,1762.6666568618334
1086,pmem to pmem,exchange THP,1,128,True,False,501.6197784671961
1087,pmem to pmem,exchange THP,1,128,False,False,500.36772229140144
1088,dram to dram,exchange THP,1,256,True,True,3837.353864383675
1089,dram to dram,exchange THP,1,256,False,True,3836.211421856316
1090,dram to dram,exchange THP,1,256,True,False,8196.563663044557
1091,dram to dram,exchange THP,1,256,False,False,8216.436787294517
1092,dram to pmem,exchange THP,1,256,True,True,2280.347231964793
1093,dram to pmem,exchange THP,1,256,False,True,1925.6952328190264
1094,dram to pmem,exchange THP,1,256,True,False,1004.3069891576048
1095,dram to pmem,exchange THP,1,256,False,False,472.4270177299197
1096,pmem to dram,exchange THP,1,256,True,True,2449.446849598725
1097,pmem to dram,exchange THP,1,256,False,True,2451.3648319622084
1098,pmem to dram,exchange THP,1,256,True,False,1015.6790223888812
1099,pmem to dram,exchange THP,1,256,False,False,1015.7890288640549
1100,pmem to pmem,exchange THP,1,256,True,True,1725.687370029704
1101,pmem to pmem,exchange THP,1,256,False,True,1745.107408094004
1102,pmem to pmem,exchange THP,1,256,True,False,493.4065352296931
1103,pmem to pmem,exchange THP,1,256,False,False,486.42747241430493
1104,dram to dram,exchange THP,1,512,True,True,3843.6426311720343
1105,dram to dram,exchange THP,1,512,False,True,3846.157690289068
1106,dram to dram,exchange THP,1,512,True,False,8141.876161274844
1107,dram to dram,exchange THP,1,512,False,False,8144.426890924479
1108,dram to pmem,exchange THP,1,512,True,True,2337.130489247851
1109,dram to pmem,exchange THP,1,512,False,True,1943.8734171271544
1110,dram to pmem,exchange THP,1,512,True,False,1002.8185350934173
1111,dram to pmem,exchange THP,1,512,False,False,468.0477829818927
1112,pmem to dram,exchange THP,1,512,True,True,2448.960769160185
1113,pmem to dram,exchange THP,1,512,False,True,2450.369289556152
1114,pmem to dram,exchange THP,1,512,True,False,1012.9328694898212
1115,pmem to dram,exchange THP,1,512,False,False,1011.1435577972372
1116,pmem to pmem,exchange THP,1,512,True,True,1753.166904774468
1117,pmem to pmem,exchange THP,1,512,False,True,1762.4693684587953
1118,pmem to pmem,exchange THP,1,512,True,False,490.1147469420113
1119,pmem to pmem,exchange THP,1,512,False,False,484.5820133140846
1120,dram to dram,exchange THP,2,1,True,True,2983.0546091400497
1121,dram to dram,exchange THP,2,1,False,True,3027.49663266687
1122,dram to dram,exchange THP,2,1,True,False,6713.707376350294
1123,dram to dram,exchange THP,2,1,False,False,6486.596583314982
1124,dram to pmem,exchange THP,2,1,True,True,2169.9929041232035
1125,dram to pmem,exchange THP,2,1,False,True,2047.181599031028
1126,dram to pmem,exchange THP,2,1,True,False,1353.3734558939314
1127,dram to pmem,exchange THP,2,1,False,False,5466.770644644328
1128,pmem to dram,exchange THP,2,1,True,True,2212.76976152759
1129,pmem to dram,exchange THP,2,1,False,True,2124.3038523506857
1130,pmem to dram,exchange THP,2,1,True,False,6553.034857885971
1131,pmem to dram,exchange THP,2,1,False,False,5269.199447893282
1132,pmem to pmem,exchange THP,2,1,True,True,1930.7386137103679
1133,pmem to pmem,exchange THP,2,1,False,True,2013.5163324363791
1134,pmem to pmem,exchange THP,2,1,True,False,1309.8352384450263
1135,pmem to pmem,exchange THP,2,1,False,False,5094.784647274048
1136,dram to dram,exchange THP,2,2,True,True,1844.2171344369742
1137,dram to dram,exchange THP,2,2,False,True,2045.4860877797857
1138,dram to dram,exchange THP,2,2,True,False,4713.146142879025
1139,dram to dram,exchange THP,2,2,False,False,4690.400169698679
1140,dram to pmem,exchange THP,2,2,True,True,2293.7237067584338
1141,dram to pmem,exchange THP,2,2,False,True,1647.3540487555845
1142,dram to pmem,exchange THP,2,2,True,False,1319.2980687818028
1143,dram to pmem,exchange THP,2,2,False,False,4457.44482992675
1144,pmem to dram,exchange THP,2,2,True,True,1644.804473868169
1145,pmem to dram,exchange THP,2,2,False,True,1799.420163843504
1146,pmem to dram,exchange THP,2,2,True,False,4680.24123835439
1147,pmem to dram,exchange THP,2,2,False,False,4410.399589921046
1148,pmem to pmem,exchange THP,2,2,True,True,2011.2495219511293
1149,pmem to pmem,exchange THP,2,2,False,True,1755.7438171371743
1150,pmem to pmem,exchange THP,2,2,True,False,1288.9526318930448
1151,pmem to pmem,exchange THP,2,2,False,False,4268.457825395745
1152,dram to dram,exchange THP,2,4,True,True,2467.559382356315
1153,dram to dram,exchange THP,2,4,False,True,2314.9769167864183
1154,dram to dram,exchange THP,2,4,True,False,6091.876307802102
1155,dram to dram,exchange THP,2,4,False,False,6765.375181914596
1156,dram to pmem,exchange THP,2,4,True,True,2343.2788041615577
1157,dram to pmem,exchange THP,2,4,False,True,2000.138459584865
1158,dram to pmem,exchange THP,2,4,True,False,1271.611878368162
1159,dram to pmem,exchange THP,2,4,False,False,4847.72302146699
1160,pmem to dram,exchange THP,2,4,True,True,2090.8376436604744
1161,pmem to dram,exchange THP,2,4,False,True,2123.2466096794356
1162,pmem to dram,exchange THP,2,4,True,False,4792.554287658693
1163,pmem to dram,exchange THP,2,4,False,False,4951.7253203688915
1164,pmem to pmem,exchange THP,2,4,True,True,2035.3149015046242
1165,pmem to pmem,exchange THP,2,4,False,True,1898.3843728605354
1166,pmem to pmem,exchange THP,2,4,True,False,1207.6436354734933
1167,pmem to pmem,exchange THP,2,4,False,False,4114.760675232227
1168,dram to dram,exchange THP,2,8,True,True,2985.234637670038
1169,dram to dram,exchange THP,2,8,False,True,2892.9081910634236
1170,dram to dram,exchange THP,2,8,True,False,8103.3345322892055
1171,dram to dram,exchange THP,2,8,False,False,8359.990818640083
1172,dram to pmem,exchange THP,2,8,True,True,2367.3108578177266
1173,dram to pmem,exchange THP,2,8,False,True,2152.1809286854404
1174,dram to pmem,exchange THP,2,8,True,False,1127.736516091475
1175,dram to pmem,exchange THP,2,8,False,False,1380.8141585784113
1176,pmem to dram,exchange THP,2,8,True,True,2663.817270126721
1177,pmem to dram,exchange THP,2,8,False,True,2459.1719058299464
1178,pmem to dram,exchange THP,2,8,True,False,1536.8179855115138
1179,pmem to dram,exchange THP,2,8,False,False,1574.1713429230144
1180,pmem to pmem,exchange THP,2,8,True,True,985.6832040426021
1181,pmem to pmem,exchange THP,2,8,False,True,2071.440325927671
1182,pmem to pmem,exchange THP,2,8,True,False,561.5806786089676
1183,pmem to pmem,exchange THP,2,8,False,False,1182.8148330214017
1184,dram to dram,exchange THP,2,16,True,True,3947.5994172997844
1185,dram to dram,exchange THP,2,16,False,True,3798.8701044391305
1186,dram to dram,exchange THP,2,16,True,False,9790.870374414204
1187,dram to dram,exchange THP,2,16,False,False,10149.77354745084
1188,dram to pmem,exchange THP,2,16,True,True,2430.5805866323217
1189,dram to pmem,exchange THP,2,16,False,True,1233.1340783908884
1190,dram to pmem,exchange THP,2,16,True,False,1100.084422541244
1191,dram to pmem,exchange THP,2,16,False,False,564.4617267572864
1192,pmem to dram,exchange THP,2,16,True,True,2922.5478337285454
1193,pmem to dram,exchange THP,2,16,False,True,2940.822598810077
1194,pmem to dram,exchange THP,2,16,True,False,1189.745576923766
1195,pmem to dram,exchange THP,2,16,False,False,1181.5644777704706
1196,pmem to pmem,exchange THP,2,16,True,True,587.1715842216507
1197,pmem to pmem,exchange THP,2,16,False,True,1232.1619766250017
1198,pmem to pmem,exchange THP,2,16,True,False,377.5762474258754
1199,pmem to pmem,exchange THP,2,16,False,False,548.9692050697917
1200,dram to dram,exchange THP,2,32,True,True,4740.768272313522
1201,dram to dram,exchange THP,2,32,False,True,4538.047246928758
1202,dram to dram,exchange THP,2,32,True,False,11145.93189246969
1203,dram to dram,exchange THP,2,32,False,False,11747.682540172027
1204,dram to pmem,exchange THP,2,32,True,True,2677.1862573319713
1205,dram to pmem,exchange THP,2,32,False,True,729.4745708304769
1206,dram to pmem,exchange THP,2,32,True,False,1066.6296581729603
1207,dram to pmem,exchange THP,2,32,False,False,421.23668152454
1208,pmem to dram,exchange THP,2,32,True,True,2990.164712849437
1209,pmem to dram,exchange THP,2,32,False,True,3009.0312311112766
1210,pmem to dram,exchange THP,2,32,True,False,1082.61786445466
1211,pmem to dram,exchange THP,2,32,False,False,1098.7022288927485
1212,pmem to pmem,exchange THP,2,32,True,True,543.4682794395825
1213,pmem to pmem,exchange THP,2,32,False,True,725.3402206321523
1214,pmem to pmem,exchange THP,2,32,True,False,361.1982940324644
1215,pmem to pmem,exchange THP,2,32,False,False,415.49266023581237
1216,dram to dram,exchange THP,2,64,True,True,6592.570602478185
1217,dram to dram,exchange THP,2,64,False,True,6124.916699936608
1218,dram to dram,exchange THP,2,64,True,False,13510.911464876031
1219,dram to dram,exchange THP,2,64,False,False,12909.698094002088
1220,dram to pmem,exchange THP,2,64,True,True,2765.979297401281
1221,dram to pmem,exchange THP,2,64,False,True,591.4940066664137
1222,dram to pmem,exchange THP,2,64,True,False,1021.7819411024469
1223,dram to pmem,exchange THP,2,64,False,False,370.4339543510887
1224,pmem to dram,exchange THP,2,64,True,True,3052.272273035865
1225,pmem to dram,exchange THP,2,64,False,True,3056.420578295213
1226,pmem to dram,exchange THP,2,64,True,False,1043.9378814713664
1227,pmem to dram,exchange THP,2,64,False,False,1046.8964897101864
1228,pmem to pmem,exchange THP,2,64,True,True,536.7185671704104
1229,pmem to pmem,exchange THP,2,64,False,True,611.0569502480639
1230,pmem to pmem,exchange THP,2,64,True,False,345.597682770993
1231,pmem to pmem,exchange THP,2,64,False,False,361.7548442158779
1232,dram to dram,exchange THP,2,128,True,True,7048.832754872893
1233,dram to dram,exchange THP,2,128,False,True,7036.0931072788335
1234,dram to dram,exchange THP,2,128,True,False,14513.707706524237
1235,dram to dram,exchange THP,2,128,False,False,14551.91096376897
1236,dram to pmem,exchange THP,2,128,True,True,2807.063235585233
1237,dram to pmem,exchange THP,2,128,False,True,541.3118593063625
1238,dram to pmem,exchange THP,2,128,True,False,1003.3804266761834
1239,dram to pmem,exchange THP,2,128,False,False,344.76873013511596
1240,pmem to dram,exchange THP,2,128,True,True,3058.6246162016027
1241,pmem to dram,exchange THP,2,128,False,True,3059.9191027910797
1242,pmem to dram,exchange THP,2,128,True,False,1022.5603058505357
1243,pmem to dram,exchange THP,2,128,False,False,1026.2680157797317
1244,pmem to pmem,exchange THP,2,128,True,True,531.5268628828395
1245,pmem to pmem,exchange THP,2,128,False,True,559.1624767967012
1246,pmem to pmem,exchange THP,2,128,True,False,337.87731057223954
1247,pmem to pmem,exchange THP,2,128,False,False,342.1639630424079
1248,dram to dram,exchange THP,2,256,True,True,7199.05569536503
1249,dram to dram,exchange THP,2,256,False,True,7199.351431802584
1250,dram to dram,exchange THP,2,256,True,False,14589.52751860723
1251,dram to dram,exchange THP,2,256,False,False,14796.817201152027
1252,dram to pmem,exchange THP,2,256,True,True,2828.4038699960774
1253,dram to pmem,exchange THP,2,256,False,True,512.7169744958596
1254,dram to pmem,exchange THP,2,256,True,False,993.7007618252112
1255,dram to pmem,exchange THP,2,256,False,False,334.6485347554432
1256,pmem to dram,exchange THP,2,256,True,True,3070.0521894241483
1257,pmem to dram,exchange THP,2,256,False,True,3069.4160231707915
1258,pmem to dram,exchange THP,2,256,True,False,1010.7255776108004
1259,pmem to dram,exchange THP,2,256,False,False,1011.854863917754
1260,pmem to pmem,exchange THP,2,256,True,True,521.9560965563802
1261,pmem to pmem,exchange THP,2,256,False,True,531.4026978451856
1262,pmem to pmem,exchange THP,2,256,True,False,333.20135104169634
1263,pmem to pmem,exchange THP,2,256,False,False,331.84646143011196
1264,dram to dram,exchange THP,2,512,True,True,7409.940900721054
1265,dram to dram,exchange THP,2,512,False,True,7400.04689808628
1266,dram to dram,exchange THP,2,512,True,False,14676.874742640499
1267,dram to dram,exchange THP,2,512,False,False,14682.543472548597
1268,dram to pmem,exchange THP,2,512,True,True,2913.8795273821947
1269,dram to pmem,exchange THP,2,512,False,True,505.57057230141135
1270,dram to pmem,exchange THP,2,512,True,False,994.6268720721167
1271,dram to pmem,exchange THP,2,512,False,False,331.68680996036994
1272,pmem to dram,exchange THP,2,512,True,True,3069.4029005499515
1273,pmem to dram,exchange THP,2,512,False,True,3071.318907390416
1274,pmem to dram,exchange THP,2,512,True,False,1009.0239087298776
1275,pmem to dram,exchange THP,2,512,False,False,1008.036716644314
1276,pmem to pmem,exchange THP,2,512,True,True,515.7781849884269
1277,pmem to pmem,exchange THP,2,512,False,True,518.4610557665062
1278,pmem to pmem,exchange THP,2,512,True,False,332.8935131234294
1279,pmem to pmem,exchange THP,2,512,False,False,329.61077064109264
1280,dram to dram,exchange THP,4,1,True,True,4787.367859670759
1281,dram to dram,exchange THP,4,1,False,True,5157.4185985282265
1282,dram to dram,exchange THP,4,1,True,False,8753.639325549597
1283,dram to dram,exchange THP,4,1,False,False,8506.49726260918
1284,dram to pmem,exchange THP,4,1,True,True,1660.532659024231
1285,dram to pmem,exchange THP,4,1,False,True,1889.5237058699377
1286,dram to pmem,exchange THP,4,1,True,False,1243.676526699994
1287,dram to pmem,exchange THP,4,1,False,False,7501.051084783256
1288,pmem to dram,exchange THP,4,1,True,True,1941.2388928376924
1289,pmem to dram,exchange THP,4,1,False,True,1927.594165866394
1290,pmem to dram,exchange THP,4,1,True,False,8566.957843285496
1291,pmem to dram,exchange THP,4,1,False,False,7323.694862647763
1292,pmem to pmem,exchange THP,4,1,True,True,1652.4260588911425
1293,pmem to pmem,exchange THP,4,1,False,True,1880.2069393361573
1294,pmem to pmem,exchange THP,4,1,True,False,1151.086821644392
1295,pmem to pmem,exchange THP,4,1,False,False,6932.6060567406075
1296,dram to dram,exchange THP,4,2,True,True,5744.082733172422
1297,dram to dram,exchange THP,4,2,False,True,5687.289774665314
1298,dram to dram,exchange THP,4,2,True,False,11781.258550616558
1299,dram to dram,exchange THP,4,2,False,False,11628.478259542402
1300,dram to pmem,exchange THP,4,2,True,True,1681.5614475133175
1301,dram to pmem,exchange THP,4,2,False,True,1943.2943785400446
1302,dram to pmem,exchange THP,4,2,True,False,1141.299399610891
1303,dram to pmem,exchange THP,4,2,False,False,10320.308845562513
1304,pmem to dram,exchange THP,4,2,True,True,2023.7665067250268
1305,pmem to dram,exchange THP,4,2,False,True,1956.4615885695296
1306,pmem to dram,exchange THP,4,2,True,False,11569.430902586259
1307,pmem to dram,exchange THP,4,2,False,False,11187.922413995644
1308,pmem to pmem,exchange THP,4,2,True,True,1663.4606235581953
1309,pmem to pmem,exchange THP,4,2,False,True,1953.776767718606
1310,pmem to pmem,exchange THP,4,2,True,False,1094.4240626203184
1311,pmem to pmem,exchange THP,4,2,False,False,9922.057279044466
1312,dram to dram,exchange THP,4,4,True,True,3683.473589264148
1313,dram to dram,exchange THP,4,4,False,True,3114.1174974437963
1314,dram to dram,exchange THP,4,4,True,False,9145.859075115854
1315,dram to dram,exchange THP,4,4,False,False,10473.272796943795
1316,dram to pmem,exchange THP,4,4,True,True,1746.7619618477495
1317,dram to pmem,exchange THP,4,4,False,True,2033.2622903017175
1318,dram to pmem,exchange THP,4,4,True,False,1018.8240997135372
1319,dram to pmem,exchange THP,4,4,False,False,7524.211030041918
1320,pmem to dram,exchange THP,4,4,True,True,2057.208975839341
1321,pmem to dram,exchange THP,4,4,False,True,2012.9502145578472
1322,pmem to dram,exchange THP,4,4,True,False,6958.676508438831
1323,pmem to dram,exchange THP,4,4,False,False,5860.461102544664
1324,pmem to pmem,exchange THP,4,4,True,True,1727.8762135657591
1325,pmem to pmem,exchange THP,4,4,False,True,1938.820048659536
1326,pmem to pmem,exchange THP,4,4,True,False,992.3513773328538
1327,pmem to pmem,exchange THP,4,4,False,False,5351.817440409018
1328,dram to dram,exchange THP,4,8,True,True,4637.4621905533795
1329,dram to dram,exchange THP,4,8,False,True,4707.015774651384
1330,dram to dram,exchange THP,4,8,True,False,13970.143707375782
1331,dram to dram,exchange THP,4,8,False,False,13661.25350880758
1332,dram to pmem,exchange THP,4,8,True,True,1747.382467478564
1333,dram to pmem,exchange THP,4,8,False,True,2023.8872582471413
1334,dram to pmem,exchange THP,4,8,True,False,894.95699063239
1335,dram to pmem,exchange THP,4,8,False,False,1154.6857686140922
1336,pmem to dram,exchange THP,4,8,True,True,2562.381785116902
1337,pmem to dram,exchange THP,4,8,False,True,2585.145106699198
1338,pmem to dram,exchange THP,4,8,True,False,1547.5317560044982
1339,pmem to dram,exchange THP,4,8,False,False,1503.2281119065015
1340,pmem to pmem,exchange THP,4,8,True,True,436.9337069487922
1341,pmem to pmem,exchange THP,4,8,False,True,1968.1719048577827
1342,pmem to pmem,exchange THP,4,8,True,False,504.84916935320314
1343,pmem to pmem,exchange THP,4,8,False,False,1105.4206359730877
1344,dram to dram,exchange THP,4,16,True,True,6280.730929483015
1345,dram to dram,exchange THP,4,16,False,True,5855.689425358688
1346,dram to dram,exchange THP,4,16,True,False,16662.56784854434
1347,dram to dram,exchange THP,4,16,False,False,16684.165053733697
1348,dram to pmem,exchange THP,4,16,True,True,1958.6393875696986
1349,dram to pmem,exchange THP,4,16,False,True,829.798878482214
1350,dram to pmem,exchange THP,4,16,True,False,953.059116344912
1351,dram to pmem,exchange THP,4,16,False,False,474.89389571831657
1352,pmem to dram,exchange THP,4,16,True,True,2846.5922425717886
1353,pmem to dram,exchange THP,4,16,False,True,2867.086501908167
1354,pmem to dram,exchange THP,4,16,True,False,1137.4508471054994
1355,pmem to dram,exchange THP,4,16,False,False,1086.9881455620473
1356,pmem to pmem,exchange THP,4,16,True,True,236.85206382115342
1357,pmem to pmem,exchange THP,4,16,False,True,903.0740881840841
1358,pmem to pmem,exchange THP,4,16,True,False,299.14609858608156
1359,pmem to pmem,exchange THP,4,16,False,False,471.28416537369617
1360,dram to dram,exchange THP,4,32,True,True,8263.41462394304
1361,dram to dram,exchange THP,4,32,False,True,8230.39096813356
1362,dram to dram,exchange THP,4,32,True,False,18702.544849433114
1363,dram to dram,exchange THP,4,32,False,False,18608.702342204673
1364,dram to pmem,exchange THP,4,32,True,True,2321.7860934481537
1365,dram to pmem,exchange THP,4,32,False,True,368.10966914680245
1366,dram to pmem,exchange THP,4,32,True,False,986.0619055734762
1367,dram to pmem,exchange THP,4,32,False,False,345.92350803831476
1368,pmem to dram,exchange THP,4,32,True,True,2926.469937041937
1369,pmem to dram,exchange THP,4,32,False,True,2918.3414545684113
1370,pmem to dram,exchange THP,4,32,True,False,1067.4660742185476
1371,pmem to dram,exchange THP,4,32,False,False,1077.9273932765477
1372,pmem to pmem,exchange THP,4,32,True,True,225.25749064968036
1373,pmem to pmem,exchange THP,4,32,False,True,373.1451269849977
1374,pmem to pmem,exchange THP,4,32,True,False,284.98151084708627
1375,pmem to pmem,exchange THP,4,32,False,False,347.2928740510317
1376,dram to dram,exchange THP,4,64,True,True,10516.215379715233
1377,dram to dram,exchange THP,4,64,False,True,10196.625106683186
1378,dram to dram,exchange THP,4,64,True,False,20270.590529336223
1379,dram to dram,exchange THP,4,64,False,False,20257.78313919704
1380,dram to pmem,exchange THP,4,64,True,True,2529.2739250887157
1381,dram to pmem,exchange THP,4,64,False,True,272.74246516056417
1382,dram to pmem,exchange THP,4,64,True,False,977.5501581425276
1383,dram to pmem,exchange THP,4,64,False,False,301.37203891723937
1384,pmem to dram,exchange THP,4,64,True,True,2945.3942250359564
